aut_principal,pseudo,viaf,titulo,Lengua fuente,Lengua,ISBN,Ciudad de publicación,Ente editor,Año de publicación,Traductor/a,Observaciones
"Glattauer, Daniel",No hay datos,http://viaf.org/viaf/56865197,Un regalo que no esperabas / Daniel Glattauer ; traducción Claudia Toda Castán,ger,Alemán,9789974736559,Montevideo,Sudamericana,2016,"Toda Castán, Claudia",Se recuperó lengua fuente (alemán)./ Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Archer, Jeffrey",No hay datos,http://viaf.org/viaf/110249804,Sólo el tiempo lo dirá / Jeffrey Archer ; traducción Claudia Conde,eng,Inglés,9789974729919,Montevideo,Planeta,2016,"Conde, Claudia",Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Alexiévich, Svetlana",No hay datos,http://viaf.org/viaf/24646187,La guerra no tiene rostro de mujer / Svetlana Alexiévich ; traducción de Yulia Dobrovolskaia y Zahara García González,rus,Ruso,9789974736429,Montevideo,Debate,2016,"Dobrovolskaia, Yulia|García González, Zahara",Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Pushkin, Aleksandr Sergeevich",No hay datos,http://viaf.org/viaf/66477450,Duvrovsky y otros relatos / Alexander Pushkin; prólogo Jorge Albistur,rus,Ruso,9789974109728,Montevideo,Ediciones de Banda Oriental,2016,No hay datos,Es antología. 
"Chandler, Raymond",No hay datos,http://viaf.org/viaf/39374901,El hombre que amaba a los perros y otros cuentos / Raymond Chandler; prólogo de Milton Fornaro,eng,Inglés,9789974109506,Montevideo,Ediciones de Banda Oriental,2016,No hay datos,Es antología. 
"Clark, Mary Higgins",No hay datos,http://viaf.org/viaf/100252785,Fraude al descubierto / Mary Higgins Clark ; traducción Rosa Pérez,eng,Inglés,9789974736474,Montevideo,Sudamericana,2016,"Pérez, Rosa",Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
No hay datos,No hay datos,No hay datos,Las mil y una noches / Anónimo; prólogo de Jorge Albistur,ara,Árabe,9789974109490,Montevideo,Ediciones de Banda Oriental,2016,No hay datos,Se recuperó lengua fuente (árabe).
"Peixoto, José Luis",No hay datos,http://viaf.org/viaf/87307201,Cementerio de pianos / José Luis Peixoto,por,Portugués,9789974720596,Montevideo,Hum,2016,No hay datos,No hay datos
"Hilton, L. S.",No hay datos,http://viaf.org/viaf/2725752,Maestra / L. S. Hilton ; traducción Santiago Rey,eng,Inglés,9789974736641,Montevideo,Sudamericana,2016,"Rey, Santiago",Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Legardinier, Gilles",No hay datos,http://viaf.org/viaf/264260740,Días de perros / Gilles Legardinier ; traducción de Juan Camargo,fre,Francés,9789974729858,Montevideo,Planeta,2016,"Camargo, Juan",Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Berlin, Lucia",No hay datos,http://viaf.org/viaf/39430413,Manual para mujeres de la limpieza / Lucia Berlin ; edición e introducción de Stephen Emerson ; prólogo de Lydia Davis ; traducción del inglés de Eugenia Vázquez Nacarino,eng,Inglés,9789974741928,Montevideo,Alfaguara,2016,"Vázquez Nacarino, Eugenia",Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Chamberlain, Mary",No hay datos,http://viaf.org/viaf/24759619,La modista de Dover street / Mary Chamberlain ; Traducción María José Díez Pérez,eng,Inglés,9789974746077,Montevideo,Planeta,2016,"Díez Pérez, María José",Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Chekhov, Anton Pavlovich","Chejov, Anton Pavlovich",http://viaf.org/viaf/95216565,La dama del perrito y otros relatos / Antón Chéjov,rus,Ruso,9789974109612,Montevideo,Ediciones de Banda Oriental,2016,No hay datos,Es antología. 
"Tolstoi, Lev Nikolaevich","Tolstoi, León",http://viaf.org/viaf/96987389,Felicidad familiar / León Tolstoi,rus,Ruso,9789974109629,Montevideo,Ediciones de Banda Oriental,2016,No hay datos,No hay datos
"Todd, Anna",No hay datos,http://viaf.org/viaf/309828820,Landon. Todo por ti / Anna Todd ; traducción de Vicky Charques y Marisa Rodríguez,eng,Inglés,9789974737884,Montevideo,Planeta,2016,"Charques, Vicky|Rodríguez, Marisa",Se añadió dato traductor. Fuente: BN campo Título.
"Boito, Camillo",No hay datos,http://viaf.org/viaf/27061204,Senso y otros cuentos / Camilo Boito,ita,Italiano,9789974109643,Montevideo,Ediciones de Banda Oriental,2016,No hay datos,No hay datos
"Agualusa, José Eduardo",No hay datos,http://viaf.org/viaf/4978257,El vendedor de pasados / José Eduardo Agualusa ; traducción y prólogo Rosario Peyrou,por,Portugués,9789974109551,Montevideo,Ediciones de Banda Oriental,2016,"Peyrou, Rosario",Se añadió dato traductor. Fuente: BN campo Título. 
"Thilliez, Franck",No hay datos,http://viaf.org/viaf/79185120,Paranoia / Franck Thilliez ; traducción de Joan Riambau,fre,Francés,9789974880207.,Montevideo,Ediciones Destino,2017,"Riambau, Joan",Se añadió dato traductor. Fuente: BN campo Título.
"Hawkins, Paula",No hay datos,http://viaf.org/viaf/14277202,Escrito en el agua / Paula Hawkins ; traducción Aleix Montoto,eng,Inglés,9789974880269,Montevideo,Planeta,2017,"Montoto, Aleix",Se añadió dato traductor. Fuente: BN campo Título.
"Hudson, William Henry",No hay datos,http://viaf.org/viaf/7391698,Diario de viaje de Buenos Aires a Southampton a bordo del Ebro : del 1º de abril al 3 de mayo de 1874 / William Henry Hudson ; Traducción de Virginia Brown y Ana Inés Larre Borges ; Estudio Preliminar Ana Inés Larre Borges,eng,Inglés,9789974763999,Montevideo,Cal y Canto,2017,"Brown, Virginia|Larre Borges, Ana Inés",Se añadió dato traductor. Fuente: BN campo Título.
"Riggs, Ransom",No hay datos,http://viaf.org/viaf/73303041,La ciudad desolada : el hogar de Miss Peregrine para niños peculiares / Ransom Riggs; traducción de Isabel Murillo,eng,Inglés,9789974880016,Montevideo,Planeta,2017,"Murillo, Isabel",Se añadió dato traductor. Fuente: BN campo Título.
"Plonski, Aleksander",No hay datos,http://viaf.org/viaf/42151776825318012751,Por amor / Aleksander Plonski; traducido por Juan Sanches Roibal,rus,Ruso,9789974914940,Montevideo,Edición de autor,2017,"Sanches Roibal, Juan",Se recuperó lengua fuente (ruso)./ Se añadió dato traductor. Fuente: BN campo Título./ Fuente del dato Ciudad no oficial
"Safier, David",No hay datos,http://viaf.org/viaf/101607215,Y colorín colorado... Tú / David Safier; traducción del alemán por María José Díez,ger,Alemán,9789974880368,Montevideo,Seix Barral,2017,"Díez, María José",Se añadió dato traductor. Fuente: BN campo Título.
"King, Stephen",No hay datos,http://viaf.org/viaf/97113511,Fin de guardia / Stephen King ; traducción de Carlos Milla Soler,eng,Inglés,9789974736856,Montevideo,Plaza & Janés,2017,"Milla Soler, Carlos",Se añadió dato traductor. Fuente: BN campo Título.
"Hudson, William Henry",No hay datos,http://viaf.org/viaf/7391698,La tierra purpúrea / W. H. Hudson; prólogo Ruben Cotelo,eng,Inglés,9789974108837,Montevideo,Ediciones de Banda Oriental,2017,"Vilariño, Idea",Se añadió traductor. Fuente: relevamiento realizado por Grupo Historia de la traducción en Uruguay en Idea Vilariño y la traducción (2023).
"Orwell, George",No hay datos,http://viaf.org/viaf/95155403,1984 / George Orwell,eng,Inglés,9789974864825,Montevideo,Flor Negra,2017,No hay datos,No hay datos
"Barton, Fiona",No hay datos,http://viaf.org/viaf/4319147665873160670003,La viuda,eng,Inglés,9789974880139,Montevideo,Planeta,2017,"Montoto, Aleix","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Hjorth, Michael",No hay datos,http://viaf.org/viaf/250684618,Secretos imperfectos,Sueco,Sueco,9789974880085,Montevideo,Planeta,2017,"Conde, Claudia",Se rectificó lengua fuente de alemán a sueco./ Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Maccullers, Carson",No hay datos,http://viaf.org/viaf/95151447,La balada del café triste y otros relatos,eng,Inglés,9789974110090,Montevideo,Ediciones de Banda Oriental,2017,"Peyrou, Rosario","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Bradbury, Ray",No hay datos,http://viaf.org/viaf/12305881,Crónicas marcianas,eng,Inglés,9789974880160,Montevideo,Minotauro,2017,"Abelenda, Francisco","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Lopes Neto, Simões",No hay datos,http://viaf.org/viaf/64031614,Casos de Romualdo,por,Portugués,9789974110083,Montevideo,Ediciones de Banda Oriental,2017,"García Arrospide, Román","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"London, Jack","Chaney, John Griffith",http://viaf.org/viaf/46764200,La llamada de la selva,eng,Inglés,9789974110113,Montevideo,Ediciones de Banda Oriental,2017,No hay datos,No hay datos
"Green, John",No hay datos,http://viaf.org/viaf/41229323,Mil veces hasta siempre,eng,Inglés,9789974881693,Montevideo,Nube de Tinta,2017,"Sobregués, Noemí","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo./ Fuente del dato Ciudad no oficial.
"
"James, E. L. ","James, Erika Leonard",http://viaf.org/viaf/255680406,Más oscuro,eng,Inglés,9789974881846,Montevideo,Grijalbo,2017,Anuvela,"Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo./ Traducido por el colectivo de mujeres Anuvela.
"
"Hjorth, Michael",No hay datos,http://viaf.org/viaf/250684618,Silencios inconfesables : (serie Bergman 4),Sueco,Sueco,9789974880320,Montevideo,Planeta,2017,"De la Peña Minguelli, Pilar","Se rectificó lengua fuente de alemán a sueco./ Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Mejia, Mindy",No hay datos,http://viaf.org/viaf/28149233558476511851,Todos mienten,eng,Inglés,9789974880375,Montevideo,Planeta,2017,"Vito I Godina, Albert","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Grisham, John",No hay datos,http://viaf.org/viaf/7449742,El soborno,eng,Inglés,9789974881587,Montevideo,Penguin Random House,2017,"Iriarte, Eduardo","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Darnton, Nina",No hay datos,http://viaf.org/viaf/163374840,Llamada a medianoche / Nina Darnton ; traducción Claudia Conde,eng,Inglés,9789974746329,Montevideo,Planeta,2017,"Conde, Claudia","Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"
"London, Jack","Chaney, John Griffith",http://viaf.org/viaf/46764200,El llamado de lo salvaje / Jack London ; traducción Federico Ivanier,eng,Inglés,9789974862913,Montevideo,Saltamontes,2017,"Ivanier, Federico",Se añadió dato traductor. Fuente: BN campo Título y Valor.
"Monteiro, Maria Conceição",No hay datos,http://viaf.org/viaf/243565780,Viagem ao fim do dia : poemas e contos / Maria Conceição Monteiro,por,Portugués,9789974858947,Montevideo,Zona Editorial,2017,"Giucci, Guillermo",Es edición bilingüe./ Fuente del dato Ciudad no oficial./ Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo. 
"Bradamante, Paola",No hay datos,http://viaf.org/viaf/265411579,Transformación y otros cuentos / Paola Bradamante,ita,Italiano,9789974730526,No hay datos,I Libri,2017,No hay datos,No hay datos
"Niven, Jennifer",No hay datos,http://viaf.org/viaf/61728323,Aquí empieza todo / Jenifer Niven; traducción de Liwayway Alonso Mendoza,eng,Inglés,9789974764299,Montevideo,Cross Books,2017,"Alonso Mendoza, Liwayway","Se añadió dato traductor. Fuente: BN campo Título. 
"
"Hjorth, Michael",No hay datos,http://viaf.org/viaf/250684618,"Crímenes duplicados / Michael Hjorth, Hans Rosenfeldt ; traducción Claudia Conde",Sueco,Sueco,9789974880412,Montevideo,Planeta,2017,"Conde, Claudia","Se rectificó lengua fuente de alemán a sueco./ Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.

"
"Nemirovsky, Irene",No hay datos,http://viaf.org/viaf/66484425,Jezabel / Irène Némirovsky ; traducción y prólogo de Rosario Peyrou,fre,Francés,978997411034,Montevideo,Ediciones de Banda Oriental,2017,"Peyrou, Rosario","Se rectificó lengua fuente de ruso a francés./ Se añadió dato traductor. Fuente: BN campo Título. 
"
"Chekhov, Anton Pavlovich","Chejov, Anton Pavlovich",http://viaf.org/viaf/95216565,Una apuesta : y otros cuentos / Antón Chejov ; prólogo de Jorge Albistur,rus,Ruso,9789974109971,Montevideo,Ediciones de Banda Oriental,2017,No hay datos,Es antología. 
"Brecht, Bertolt",No hay datos,http://viaf.org/viaf/2467372,Poesías : 1973 / Bertolt Brecht ; selección y traducción José María Valverde,ger,Alemán,9789974110038,Montevideo,Casa Bertolt Brecht|El Galpón,2017,"Valverde, José María",Es antología./ Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Daldorph, Brian",No hay datos,http://viaf.org/viaf/58699573,Edad de Hielo - Ice Age / Brian Daldorph,eng,Inglés,9789974722200,Montevideo,Irrupciones,2017,"Chalar, Laura",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Agualusa, José Eduardo",No hay datos,http://viaf.org/viaf/4978257,"Teoría del olvido / José Eduardo Agualusa; traducción, Claudia Solans",por,Portugués,9789974110427,Montevideo,Ediciones de Banda Oriental,2017,"Solans, Claudia",Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Albertalli, Becky",No hay datos,http://viaf.org/viaf/309821961,Yo soy Simón / Becky Albertalli,eng,Inglés,9789974866904,Montevideo,Urano,2018,No hay datos,No hay datos
"Hammett, Dashiell",No hay datos,http://viaf.org/viaf/73854531,El halcón maltés / Dashiell Hammett ; prólogo Milton Fornaro,eng,Inglés,No hay datos,Montevideo,Ediciones de Banda Oriental,2018,No hay datos,No hay datos
"Dicker, Joël",No hay datos,http://viaf.org/viaf/221099622,La desaparición de Stephanie Mailer / Jöel Dicker,fre,Francés,9789974888876,Montevideo,Alfaguara,2018,No hay datos,Se rectificó lengua fuente de alemán a francés.
"Gilbert, Elizabeth",No hay datos,http://viaf.org/viaf/7713013,"Come, reza, ama / Gilbert, Elizabeth ; traducción Gabriela Bustelo",eng,Inglés,9789974723704,Montevideo,Debolsillo,2018,"Bustelo, Gabriela",Se recuperó lengua fuente (inglés). / Se añadió dato traductor. Fuente: BN campo Título.
"Wilde, Oscar",No hay datos,http://viaf.org/viaf/34464414,El fantasma de Canterville / Oscar Wilde,eng,Inglés,9789974110625,Montevideo,Ediciones de Banda Oriental,2018,No hay datos,No hay datos
"Parker, Dorothy",No hay datos,http://viaf.org/viaf/7395211,Una imagen perfecta / Dorothy Parker; prólogo de Rosario Peyrou; traducción de Pilar Puig,eng,Inglés,9789974110571,Montevideo,Ediciones de Banda Oriental,2018,"Puig, Pilar",Se añadió dato traductor. Fuente: BN campo Título.
"King, Stephen",No hay datos,http://viaf.org/viaf/97113511,El visitante / Stephen King; traducción de Carlos Milla Soler,eng,Inglés,9789974892794,Montevideo,Plaza & Janés,2018,"Milla Soler, Carlos",Se añadió dato traductor. Fuente: BN campo Título.
"Christie, Agatha",No hay datos,http://viaf.org/viaf/71388952,Asesinato en el Orient Express,eng,Inglés,9789974880511,Montevideo,Planeta,2018,"De Boladeres, Guillermo","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Christie, Agatha",No hay datos,http://viaf.org/viaf/71388952,Diez negritos,eng,Inglés,9789974880528,Montevideo,Planeta,2018,"Llorens, Orestes","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Christie, Agatha",No hay datos,http://viaf.org/viaf/71388952,Cianuro espumoso,eng,Inglés,97899780535,Montevideo,Planeta,2018,"López Hipkiss, Guillermo","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Christie, Agatha",No hay datos,http://viaf.org/viaf/71388952,Muerte en el Nilo,eng,Inglés,9789974880542,Montevideo,Planeta,2018,"Grancho, Horacio","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Christie, Agatha",No hay datos,http://viaf.org/viaf/71388952,El asesinato de Roger Ackroyd,eng,Inglés,9789974880559,Montevideo,Planeta,2018,"Bermard de Ferrer, G.","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Christie, Agatha",No hay datos,http://viaf.org/viaf/71388952,Un cadáver en la biblioteca,eng,Inglés,9789974880566,Montevideo,Planeta,2018,"López Hipkiss, Guillermo","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Christie, Agatha",No hay datos,http://viaf.org/viaf/71388952,El tren de las 4:50,eng,Inglés,9789974880573,Montevideo,Planeta,2018,"De Boladeres, Guillermo","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Christie, Agatha",No hay datos,http://viaf.org/viaf/71388952,Muerte bajo el sol,eng,Inglés,9789974880580,Montevideo,Planeta,2018,E. M. A.,"Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Christie, Agatha",No hay datos,http://viaf.org/viaf/71388952,Los elefantes pueden recordar,eng,Inglés,9789974880597,Montevideo,Planeta,2018,"Margalef Llambrich, Ramón","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Christie, Agatha",No hay datos,http://viaf.org/viaf/71388952,Muerte en la vicaría,eng,Inglés,9789974880603,Montevideo,Planeta,2018,"Paytuví de Sierra, Carlos","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
